FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
180101;0000;21,6518;;;
190101;0000;16,5763;;;
200101;0000;18,2041;;;
210101;0000;19,1911;;;
220101;0000;17,0028;;;
230101;0000;16,7285;;;
240101;0000;17,7242;;;
250101;0000;16,738;;;
260101;0000;;25,5545;;
