FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
130101;0000;45,3746;;;
140101;0000;34,9361;;;
150101;0000;43,3241;;;
160101;0000;49,3362;;;
170101;0000;40,6959;;;
180101;0000;50,0938;;;
190101;0000;37,6525;;;
200101;0000;36,6354;;;
210101;0000;38,0389;;;
220101;0000;36,6348;;;
230101;0000;33,2727;;;
240101;0000;27,6017;;;
250101;0000;22,6647;;;
260101;0000;;24,0424;;
