FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
130101;0000;38,3961;;;
140101;0000;31,5628;;;
150101;0000;33,5557;;;
160101;0000;31,001;;;
170101;0000;25,9072;;;
180101;0000;28,5282;;;
190101;0000;27,0227;;;
200101;0000;25,2173;;;
210101;0000;25,1549;;;
220101;0000;29,6382;;;
230101;0000;22,9676;;;
240101;0000;24,0819;;;
250101;0000;20,5419;;;
260101;0000;11,2475;;;
