FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
140101;0000;21,5174;;;
150101;0000;23,1717;;;
160101;0000;19,8176;;;
170101;0000;20,2734;;;
180101;0000;19,919;;;
190101;0000;19,9136;;;
200101;0000;16,8825;;;
210101;0000;20,9415;;;
220101;0000;17,2944;;;
230101;0000;16,9106;;;
240101;0000;17,4404;;;
250101;0000;20,6856;;;
260101;0000;13,0444;;;
