FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
160101;0000;31,8745;;;
170101;0000;28,1675;;;
180101;0000;30,0333;;;
190101;0000;28,1278;;;
200101;0000;27,187;;;
210101;0000;29,9944;;;
220101;0000;25,9717;;;
230101;0000;34,4033;;;
240101;0000;8,9913;;;
250101;0000;25,6778;;;
260101;0000;22,9934;;;
