FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
140101;0000;15,703;;;
150101;0000;16,7684;;;
160101;0000;15,2134;;;
170101;0000;14,502;;;
180101;0000;14,5983;;;
190101;0000;13,7562;;;
200101;0000;12,9136;;;
210101;0000;14,2348;;;
220101;0000;13,8389;;;
230101;0000;14,9692;;;
240101;0000;11,1679;;;
250101;0000;12,1988;;;
260101;0000;10,1513;;;
