FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
200101;0000;;12,575;21,0165;
210101;0000;;;19,3453;
220101;0000;;;16,8146;
230101;0000;;;16,1582;
240101;0000;;;17,0816;
250101;0000;;;14,2836;
260101;0000;;;17,0339;
