FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
170101;0000;;;14,764;
180101;0000;;;14,687;
190101;0000;;;14,3611;
200101;0000;;;14,2188;
210101;0000;;;14,6034;
220101;0000;;;15,5856;
230101;0000;;;14,4876;
240101;0000;;;15,7106;
250101;0000;;;17,6348;
260101;0000;;;17,2531;
