FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
180101;0000;16,0169;;;
190101;0000;14,3428;;;
200101;0000;14,3989;;;
210101;0000;13,325;;;
220101;0000;14,1727;;;
230101;0000;12,5142;;;
240101;0000;;13,1836;;
250101;0000;;;;
260101;0000;;12,2659;;
