FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
200101;0000;;12,3217;16,9253;
210101;0000;;;17,1042;
220101;0000;;;17,0028;
230101;0000;;;16,7723;
240101;0000;;;18,7143;
250101;0000;;;14,0951;
260101;0000;;;15,3478;
