FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
130101;0000;;16,9408;;
140101;0000;;15,0735;;
150101;0000;;17,9486;;
160101;0000;;17,5757;;
170101;0000;;;14,0187;
180101;0000;;;14,624;
190101;0000;;;15,7933;
200101;0000;;;13,5868;
210101;0000;;;16,273;
220101;0000;;;14,6516;
230101;0000;;;18,2365;
240101;0000;;;18,429;
250101;0000;;;17,318;
260101;0000;;;13,8941;
