FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
130101;0000;;13,2468;;
140101;0000;;12,0398;;
150101;0000;;12,9504;;
160101;0000;;16,5644;;
170101;0000;;;12,5449;
180101;0000;;;12,9268;
190101;0000;;;12,7119;
200101;0000;;;11,2244;
210101;0000;;;12,0118;
220101;0000;;;11,4429;
230101;0000;;;13,5988;
240101;0000;;;12,6524;
250101;0000;;;13,0176;
260101;0000;;;13,8929;
