FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
130101;0000;;18,1255;;
140101;0000;;15,2499;;
150101;0000;;13,2751;;
160101;0000;;16,4261;;
170101;0000;;;13,076;
180101;0000;;;16,1739;
190101;0000;;;15,1671;
200101;0000;;;14,4789;
210101;0000;;;16,3818;
220101;0000;;;15,511;
230101;0000;;;14,7527;
240101;0000;;;15,2818;
250101;0000;;;15,6925;
260101;0000;;;15,4012;
