FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
100101;0000;;;108,864;
110101;0000;;;23,7964;
120101;0000;;;1,99261;
130101;0000;;;18,35;
140101;0000;;17,9353;;
150101;0000;13,203;21,442;;
160101;0000;11,3906;;;
170101;0000;16,7063;;;
180101;0000;15,9914;;;
190101;0000;17,7479;;;
200101;0000;16,732;;;
210101;0000;17,2861;;;
220101;0000;15,9364;;;
230101;0000;17,4265;;;
240101;0000;15,6471;;;
250101;0000;15,17;;;
260101;0000;13,5685;;;
