FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
200101;0000;;;20,0201;
210101;0000;;;;
220101;0000;;;;
230101;0000;;;28,8042;
240101;0000;;;21,7057;
250101;0000;;;23,3041;
260101;0000;;;25,3481;
