FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
200101;0000;;;43,9337;
210101;0000;;;44,25;
220101;0000;;;36,577;
230101;0000;;;42,7541;
240101;0000;;;47,7949;
250101;0000;;;50,7337;
260101;0000;;;36,6807;
