FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
200101;0000;;;28,9632;
210101;0000;;;26,0773;
220101;0000;;;16,233;
230101;0000;;;29,3884;
240101;0000;;;25,272;
250101;0000;;;25,0225;
260101;0000;;;25,4059;
