FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
130101;0000;29,1895;;;
140101;0000;27,4898;;;
150101;0000;29,1138;;;
160101;0000;33,3596;;;
170101;0000;28,2358;;;
180101;0000;35,0446;;;
190101;0000;30,0368;;;
200101;0000;27,0143;;;
210101;0000;27,5714;;;
220101;0000;24,9695;;;
230101;0000;26,6899;;;
240101;0000;24,9778;;;
250101;0000;26,6443;;;
260101;0000;22,8067;;;
