FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
130101;0000;;;14,1901;
140101;0000;;;13,0394;
150101;0000;;;;
160101;0000;;;30,2802;
170101;0000;;;25,1783;
180101;0000;;;27,3774;
190101;0000;;;20,2;
200101;0000;;;20,9123;
210101;0000;;;20,6761;
220101;0000;;;20,9242;
230101;0000;;;20,7328;
240101;0000;;;20,9366;
250101;0000;;;18,761;
260101;0000;;;19,4765;
