FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
130101;0000;19,1347;;;
140101;0000;26,702;;;
150101;0000;31,4107;;;
160101;0000;31,7054;;;
170101;0000;17,8045;;;
180101;0000;15,9648;;;
190101;0000;15,4269;;;
200101;0000;13,8177;;;
210101;0000;13,3939;;;
220101;0000;12,3239;;;
230101;0000;14,5655;;;
240101;0000;12,1337;;;
250101;0000;13,6525;;;
260101;0000;13,1611;;;
