FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
120101;0000;;;;
130101;0000;;;;
140101;0000;;;;
150101;0000;;;;
160101;0000;;;33,9768;
170101;0000;;;27,5785;
180101;0000;;;24,0706;
190101;0000;;;25,5556;
200101;0000;;;25,4903;
210101;0000;;;26,0056;
220101;0000;;;28,12;
230101;0000;;;27,162;
240101;0000;;;31,9362;
250101;0000;;;30,7633;
260101;0000;;;28,9353;
