FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
100101;0000;;;101,212;
110101;0000;;;29,6023;
120101;0000;;;24,8739;
130101;0000;;;19,8835;
140101;0000;;;23,1243;
150101;0000;24,9146;;;
160101;0000;;;;
170101;0000;20,6826;;;
180101;0000;24,8473;;;
190101;0000;21,1783;;;
200101;0000;19,9749;;;
210101;0000;21,0365;;;
220101;0000;17,9361;;;
230101;0000;18,5583;;;
240101;0000;20,5485;;;
250101;0000;16,262;;;
260101;0000;14,5347;;;
