FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
210101;0000;;;19,1406;
220101;0000;;16,7537;;
230101;0000;;15,2976;;
240101;0000;;;15,5207;
250101;0000;;;9,58861;
260101;0000;;;11,7701;
