FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
100101;0000;;;20,8926;
110101;0000;;;22,917;
120101;0000;;;21,9731;
130101;0000;;;20,6168;
140101;0000;;;18,2591;
150101;0000;;;17,4487;
160101;0000;;;22,1246;
170101;0000;;;20,5817;
180101;0000;;;22,9479;
190101;0000;;;21,5288;
200101;0000;;;20,0549;
210101;0000;;;23,5397;
220101;0000;;;23,6629;
230101;0000;;;19,6609;
240101;0000;;;24,847;
250101;0000;;;16,2909;
260101;0000;;;23,5747;
