FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
160101;0000;;;17,3157;
170101;0000;;;21,0779;
180101;0000;;;24,9708;
190101;0000;;;;
200101;0000;;;;
210101;0000;;;25,8784;
220101;0000;;25,5539;;
230101;0000;;28,0711;;
240101;0000;;;27,0605;
250101;0000;;;21,6264;
260101;0000;;;20,1724;
