FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
210101;0000;;;14,8757;
220101;0000;;;11,0661;
230101;0000;;;9,76164;
240101;0000;;;18,9743;
250101;0000;;;14,2822;
260101;0000;;;11,1647;
