FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
010101;0000;;19,3353;;
020101;0000;;19,8348;;
030101;0000;;22,187;;
040101;0000;;23,977;;
050101;0000;;22,6113;;
060101;0000;;23,4323;;
070101;0000;;23,6206;;
080101;0000;;22,5629;;
090101;0000;;20,9696;;
