FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
100101;0000;;;0,297289;
110101;0000;;;24,7109;
120101;0000;;;14,3434;
130101;0000;;;14,9837;
140101;0000;;;14,7663;
150101;0000;13,1284;;;
160101;0000;18,2027;;;
170101;0000;19,9846;;;
180101;0000;17,9509;;;
190101;0000;11,6441;;;
200101;0000;17,9635;;;
210101;0000;18,176;;;
220101;0000;14,9339;;;
230101;0000;16,1687;;;
240101;0000;16,2385;;;
250101;0000;12,7955;;;
260101;0000;14,6149;;;
