FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
170101;0000;12,705;;;
180101;0000;11,2179;;;
190101;0000;11,1173;;;
200101;0000;10,2829;;;
210101;0000;12,2071;;;
220101;0000;13,3438;;;
230101;0000;9,45773;;;
240101;0000;7,21246;;;
250101;0000;7,18156;;;
260101;0000;5,49107;;;
