FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
180101;0000;32,9114;;;
190101;0000;24,2601;;;
200101;0000;25,6085;;;
210101;0000;26;;;
220101;0000;27,7062;;;
230101;0000;20,7091;;;
240101;0000;23,9516;;;
250101;0000;19,2553;;;
260101;0000;;21,3254;;
