FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
100101;0000;;;28,5837;
110101;0000;;;16,6696;
120101;0000;;;21,4988;
130101;0000;;;24,7569;
140101;0000;;;25,4878;
150101;0000;;;25,5451;
160101;0000;;;24,1679;
170101;0000;;;22,1202;
180101;0000;;;18,8651;
190101;0000;;;15,1372;
200101;0000;;;14,1404;
210101;0000;;;13,5821;
220101;0000;;;12,8535;
230101;0000;;;13,4709;
240101;0000;;;13,422;
250101;0000;;;15,2958;
260101;0000;;;21,0412;
