FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
120101;0000;;;23,8261;
130101;0000;;;24,6912;
140101;0000;;;15,9078;
150101;0000;;;11,3654;
160101;0000;;;14,6469;
170101;0000;;;21,409;
180101;0000;;;15,0364;
190101;0000;;;12,664;
200101;0000;;;10,674;
210101;0000;;;8,12222;
220101;0000;;;6,41389;
230101;0000;;;5,21114;
240101;0000;;;5,65659;
250101;0000;;;11,8356;
260101;0000;;;11,7644;
