FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
130101;0000;;;7,82003;
140101;0000;;;8,46302;
150101;0000;;;9,33842;
160101;0000;;;6,814;
170101;0000;;;6,05596;
180101;0000;;;9,91515;
190101;0000;;;7,00862;
200101;0000;;7,26836;;
210101;0000;;6,98291;;
220101;0000;;6,56897;;
230101;0000;;7,0057;;
240101;0000;;6,82456;;
250101;0000;;6,08012;;
260101;0000;;5,10084;;
