FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
130101;0000;;;11,7021;
140101;0000;;;11,778;
150101;0000;;;11,3183;
160101;0000;;;10,3354;
170101;0000;;;8,81781;
180101;0000;;;12,1246;
190101;0000;;;8,10645;
200101;0000;;8,40643;;
210101;0000;;10,83;;
220101;0000;;9,48955;;
230101;0000;;9,25223;;
240101;0000;;8,1543;;
250101;0000;;8,45511;;
260101;0000;;5,76562;;
