FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
130101;0000;;;14,027;
140101;0000;;;10,4346;
150101;0000;;;10,1072;
160101;0000;;;8,39057;
170101;0000;;;11,1731;
180101;0000;;;9,48997;
190101;0000;;;9,46978;
200101;0000;;;8,89916;
210101;0000;;;5,66482;
220101;0000;;;6,19209;
230101;0000;;;7,96676;
240101;0000;;;7,75138;
250101;0000;;;6,43509;
260101;0000;;;5,50581;
