FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
200101;0000;;;9,17553;
210101;0000;;;16,6994;
220101;0000;;;14,2794;
230101;0000;;;13,7022;
240101;0000;;;30,5043;
250101;0000;;;18,5494;
260101;0000;;;14,4453;
