FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
120101;0000;;;19,835;
130101;0000;;;31,8038;
140101;0000;;;23,3429;
150101;0000;;;15,6057;
160101;0000;;;11,3473;
170101;0000;;;11,0298;
180101;0000;;;11,7083;
190101;0000;;;10,3128;
