FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
130101;0000;;;10,9201;
140101;0000;;;9,53814;
150101;0000;;;9,33182;
160101;0000;;;9,19304;
170101;0000;;;7,76275;
180101;0000;;;6,51051;
190101;0000;;;5,28402;
200101;0000;;4,79472;;
210101;0000;;4,47414;;
220101;0000;;5,24571;;
230101;0000;;6,11461;;
240101;0000;;6,51183;;
250101;0000;;6,65429;;
