FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
090101;0000;28,0879;;;
100101;0000;29,3708;;;
110101;0000;31,8094;;;
120101;0000;25,0329;;;
130101;0000;26,3998;;;
140101;0000;31,3855;;;
150101;0000;33,7529;;;
160101;0000;31,2364;;;
170101;0000;;;;
