FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
090101;0000;21,8242;;;
100101;0000;20,0755;;;
110101;0000;22,1625;;;
120101;0000;21,4479;;;
130101;0000;20,8943;;;
140101;0000;;;20,0218;
150101;0000;27,3409;;;
160101;0000;24,7003;;;
170101;0000;24,182;;;
180101;0000;20,7764;;;
190101;0000;21,7353;;;
200101;0000;;;;
210101;0000;27,797;;;
220101;0000;23,7232;;;
230101;0000;21,6182;;;
240101;0000;19,7247;;;
250101;0000;21,1536;;;
260101;0000;;24,2468;;
