FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
090101;0000;31,1265;;;
100101;0000;27,7716;;;
110101;0000;28,982;;;
120101;0000;27,7027;;;
130101;0000;29,1529;;;
140101;0000;32,7754;;;
150101;0000;34,6024;;;
160101;0000;34,9346;;;
170101;0000;32,7564;;;
180101;0000;30,957;;;
190101;0000;28,3772;;;
200101;0000;26,547;;;
210101;0000;30,1384;;;
220101;0000;28,625;;;
230101;0000;28,1125;;;
240101;0000;26,2126;;;
250101;0000;;;;
260101;0000;;;;
