FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
170101;0000;27,0659;;;
180101;0000;24,7923;;;
190101;0000;24,3757;;;
200101;0000;22,6397;;;
210101;0000;25,3922;;;
220101;0000;24,7837;;;
230101;0000;22,8282;;;
240101;0000;20,8239;;;
250101;0000;21,3567;;;
260101;0000;;23,0178;;
