FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
090101;0000;;;32,3109;
100101;0000;;;21,5354;
110101;0000;;;;
120101;0000;;;;
130101;0000;24,1117;;;
140101;0000;21,6935;;;
150101;0000;28,6784;;;
160101;0000;16,8658;;;
170101;0000;25,4632;;;
180101;0000;20,546;;;
190101;0000;14,7978;;;
200101;0000;12,8056;;;
210101;0000;20,7744;;;
220101;0000;16,1765;;;
230101;0000;18,8933;;;
240101;0000;17,8778;;;
250101;0000;15,7331;;;
260101;0000;17,04;;;
