FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
130101;0000;32,0646;;;
140101;0000;31,6393;;;
150101;0000;31,9095;;;
160101;0000;35,1788;;;
170101;0000;34,0716;;;
180101;0000;37,0195;;;
190101;0000;31,1433;;;
200101;0000;26,3426;;;
210101;0000;29,2584;;;
220101;0000;25,9553;;;
230101;0000;29,8202;;;
240101;0000;25,5694;;;
250101;0000;23,4803;;;
260101;0000;23,4333;;;
