FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
130101;0000;;;;
140101;0000;;;;
150101;0000;;;;
160101;0000;;;;
170101;0000;;;;
180101;0000;;;10,375;
190101;0000;;;11,1014;
200101;0000;;;16,275;
210101;0000;;;16,2606;
220101;0000;;;15,0716;
230101;0000;;;18,9945;
240101;0000;;;12,724;
250101;0000;;;9,08219;
260101;0000;;;10,7289;
