FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
140101;0000;19,0561;;;
150101;0000;19,2986;;;
160101;0000;14,1971;;;
170101;0000;14,2635;;;
180101;0000;14,4693;;;
190101;0000;12,3352;;;
200101;0000;11,5921;;;
210101;0000;11,8629;;;
220101;0000;10,0397;;;
230101;0000;10,408;;;
240101;0000;9,16379;;;
250101;0000;11,9682;;;
260101;0000;15,5532;;;
